Name,Latest Chapter,Dated Released,depth,Genre,Status,Rating,img-link
"Oshioki Da Yo, Shiba-Kun","Ch.2 : Oshiokidayo, Shiba-Kun [End]","Jan 20,16",592,"One shot,School life,Slice of life,Yaoi",Completed,4.71,https://avt.mkklcdnv6temp.com/42/o/7-1583477888.jpg
Like A Bird,Chapter 52,"Jan 20,16",598,"Adventure,Drama,Shoujo,Supernatural,Webtoons",Completed,4.71,https://avt.mkklcdnv6temp.com/36/k/7-1583477643.jpg
Blame Academy!,Vol.1 Chapter 3 : Under The Tower Of Blooming Cherry Blossoms,"Jan 20,16",610,"Action,Comedy,Sci fi,Seinen",Completed,4.71,https://avt.mkklcdnv6temp.com/16/y/4-1583470361.jpg
Gamerz Heaven!,Vol.4 Chapter 20B : File 20 [Continuation] [End],"Jan 20,16",614,"Adventure,Comedy,Romance,Shounen,Supernatural",Completed,4.71,https://avt.mkklcdnv6temp.com/47/h/5-1583473742.jpg
Hada No Ue No Renai Jijou,Vol.1 Ch.3,"Jan 20,16",617,"Mature,Yaoi",Completed,4.71,https://avt.mkklcdnv6temp.com/34/s/12-1583487128.jpg
Ren'ai Nichijousahanji,Vol.1 Ch.5.2,"Jan 20,16",532,"Comedy,School life,Sports,Yaoi",Completed,4.71,https://avt.mkklcdnv6temp.com/30/k/5-1583473032.jpg
Nagatachou Strawberry,Vol.5 Ch.21.6,"Jan 20,16",480,"Comedy,Drama,Romance,School life,Shoujo",Completed,4.71,https://avt.mkklcdnv6temp.com/17/r/2-1583466382.jpg
Katsu,Vol.16 Chapter 157 : Hydrangea,"Jan 20,16",475,"Action,Comedy,Drama,Romance,School life,Shounen,Slice of life,Sports",Completed,4.71,https://avt.mkklcdnv6temp.com/41/e/5-1583473513.jpg
Dousokai,Ch.1 : Dousokai One Shot,"Jan 21,16",434,"Romance,Shounen ai,Yaoi",Completed,4.71,https://avt.mkklcdnv6temp.com/3/t/10-1583482313.jpg
Ueki No Housoko,Vol.1 Ch.8,"Jan 21,16",431,"Action,Adventure,Comedy,School life,Shounen,Supernatural",Completed,4.71,https://avt.mkklcdnv6temp.com/2/b/4-1583471903.jpg
Tokyo Ghoul,Chapter 145,"Aug 06,16",376,"Action,Adult,Adventure,Comedy,Doujinshi,Drama,Fantasy,Horror,Mystery,Psychological,Seinen,Supernatural,Tragedy",Completed,4.71,https://avt.mkklcdnv6temp.com/35/x/3-1583469087.jpg
Koi Ja Nai No Da!,Vol.01 Chapter 009,"Dec 26,17",322,"Comedy,Romance,School life,Shoujo",Completed,4.71,https://avt.mkklcdnv6temp.com/14/k/5-1583472406.jpg
Folk Tail Tonakai,Chapter 001,"Jan 02,18",313,"Fantasy,One shot,Romance,Shoujo",Completed,4.71,https://avt.mkklcdnv6temp.com/24/r/7-1583477182.jpg
Mede Shireru Yoru No Junjou,Vol.3 Chapter 14.5,"Jan 26,19",251,"Drama,Historical,Romance,Shounen ai,Yaoi",Completed,4.71,https://avt.mkklcdnv6temp.com/37/c/8-1583479588.jpg
Kyou No Asuka Show,Vol.4 Chapter 48 : Asuka,"Dec 26,17",324,"Comedy,Ecchi,Seinen,Slice of life",Completed - No Set Rel,4.71,https://avt.mkklcdnv6temp.com/45/c/3-1583469450.jpg
The Great Devil Emperor Development System,Chapter 32,"Apr 27,21",4,"Action,Adventure,Fantasy",Ongoing,4.71,https://avt.mkklcdnv6temp.com/3/h/24-1617869117.jpg
Maiko-San Chi No Makanai-San,Chapter 194,"Apr 24,21",17,"Shounen,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/25/b/15-1583492356.jpg
Mookhyang - The Origin,Chapter 31,"Apr 23,21",19,Action,Ongoing,4.71,https://avt.mkklcdnv6temp.com/15/w/23-1612142362.jpg
"Story Of A ""unemployed"" Champion And A Princess Who Together Find Their Happiness",Chapter 5.1,"Apr 21,21",22,"Adventure,Fantasy,Romance,Seinen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/24/v/23-1612888286.jpg
Princess And Her Ancient Vine,Chapter 94,"Apr 14,21",29,"Historical,Romance,Webtoons",Ongoing,4.71,https://avt.mkklcdnv6temp.com/47/w/21-1597231993.jpg
Kusuriya No Hitorigoto - Maomao No Koukyuu Nazotoki Techou,Chapter 3,"Apr 12,21",30,"Drama,Historical,Medical,Mystery,Romance,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/17/u/23-1612227765.jpg
Hazure Potion Ga Shouyu Datta No De Ryouri Suru Koto Ni Shimashita,Chapter 6,"Apr 10,21",32,"Adventure,Cooking,Fantasy,Josei",Ongoing,4.71,https://avt.mkklcdnv6temp.com/1/h/22-1609734996.jpg
Hatsujou Ookami-Kun Ai Wo Sakebu,Chapter 2,"Apr 01,21",37,"School life,Supernatural,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/48/h/23-1617245531.jpg
Kanojo Ga Kawaii Sugite Ubaenai,Chapter 6,"Mar 20,21",42,"Comedy,Romance,School life,Shoujo,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/16/m/23-1612174554.jpg
"Demon King, Your Big Brother Wants You Home For Dinner",Chapter 30,"Mar 19,21",43,"Comedy,Shounen ai",Ongoing,4.71,https://avt.mkklcdnv6temp.com/43/o/23-1616120529.jpg
Golden Forest,Chapter 7,"Mar 18,21",46,"Drama,Fantasy,Romance",Ongoing,4.71,https://avt.mkklcdnv6temp.com/18/l/23-1612283500.jpg
My Lv999 Love For Yamada-Kun,Chapter 45,"Mar 16,21",49,Romance,Ongoing,4.71,https://avt.mkklcdnv6temp.com/24/h/18-1583498039.jpg
Yashio To Mikumo,Chapter 7,"Mar 16,21",49,"Adventure,Romance,Shoujo,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/42/f/12-1583487426.jpg
Salt Friend,Chapter 36: Out Of Service,"Mar 15,21",52,"Comedy,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/14/k/23-1612063579.jpg
What It Means To Be You?,Chapter 7,"Mar 14,21",53,"Drama,Historical,Romance,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/36/v/23-1614874019.jpg
Killer Shark In Another World,Chapter 6,"Mar 14,21",53,"Action,Adventure,Comedy,Fantasy,Horror,Psychological,Tragedy",Ongoing,4.71,https://avt.mkklcdnv6temp.com/14/a/23-1612060879.jpg
Kemono-Human School,Chapter 64: Pollen Story,"Mar 14,21",53,"Comedy,Ecchi,School life,Sports,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/7/b/18-1583497359.jpg
Azumi,Vol.41 Chapter 295: Flight,"Mar 14,21",54,"Action,Drama,Historical,Martial arts,Mature,Seinen,Tragedy",Ongoing,4.71,https://avt.mkklcdnv6temp.com/14/h/1-1583464232.jpg
Egregor,Chapter 3,"Mar 12,21",57,"Action,Adventure,Fantasy",Ongoing,4.71,https://avt.mkklcdnv6temp.com/39/n/23-1615257846.jpg
Yawao To Katako,Vol.1 Chapter 2,"Mar 11,21",58,"Comedy,Romance",Ongoing,4.71,https://avt.mkklcdnv6temp.com/29/e/23-1613883294.jpg
Kirby Of The Stars - Pupupu Hero,Chapter 4: The Kidnapper Is... Kirby?!,"Mar 11,21",59,"Comedy,Fantasy,Shounen,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/13/a/20-1583501531.jpg
Natsuaki-Kun Wa Kyou Mo Kokuhaku Shitai,Chapter 6,"Mar 10,21",60,"Comedy,Romance,School life,Shoujo,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/26/l/22-1602063724.jpg
"Kiss De Fusaide, Bare Naide.",Chapter 5,"Mar 08,21",63,"Josei,Romance,Smut",Ongoing,4.71,https://avt.mkklcdnv6temp.com/20/n/23-1612512551.jpg
Blinded By The Setting Sun,Chapter 32: White Feet (2),"Mar 06,21",66,"Drama,Fantasy,Romance",Ongoing,4.71,https://avt.mkklcdnv6temp.com/28/p/21-1592297062.jpg
Why The King Needs A Secretary,Chapter 3,"Mar 06,21",66,"Action,Adventure,Drama,Fantasy,Mystery,Romance,Shoujo,Tragedy",Ongoing,4.71,https://avt.mkklcdnv6temp.com/34/j/23-1614524858.jpg
Suterareta Tensei Kenja ~ Mamono No Mori De Saikyou No Dai Ma Teikoku O Tsukuriageru ~,Chapter 18: Three Goblins In Enemy Territory,"Mar 03,21",69,"Action,Adventure,Comedy,Fantasy,Harem,Shounen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/2/t/22-1598168111.jpg
It Seems Like I Got Reincarnated Into The World Of A Yandere Otome Game,Vol.6 Chapter 36,"Mar 03,21",69,"Comedy,Drama,Fantasy,Romance,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/10/y/18-1583497505.jpg
Elf-San Wa Yaserarenai.,Vol.8 Chapter 45: Appointment 45: Serious Mode,"Feb 28,21",74,"Comedy,Fantasy,Seinen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/43/o/14-1583491257.jpg
A Skeleton Who Was The Brave,"Vol.2 Chapter 8: Former Brave, Raising Children (Part 3)","Feb 26,21",76,"Action,Adventure,Comedy,Fantasy",Ongoing,4.71,https://avt.mkklcdnv6temp.com/43/o/21-1596439490.jpg
Tiempo,Vol.1 Chapter 4: Line Control,"Feb 26,21",76,"Drama,Sports",Ongoing,4.71,https://avt.mkklcdnv6temp.com/11/m/23-1611941265.jpg
Rivnes,"Chapter 15: Me, My Little Sister, And The Hot Springs Trip (3)","Feb 24,21",78,"Comedy,Romance,Shounen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/32/l/22-1603767541.jpg
Ushiro No Shoumen Kamui-San,Chapter 20,"Feb 13,21",87,"Comedy,Horror",Ongoing,4.71,https://avt.mkklcdnv6temp.com/25/l/23-1613264476.jpg
Tsugumomo,Vol.27 Chapter 136: Death Preparations,"Feb 09,21",90,"Action,Adult,Comedy,Ecchi,Harem,Romance,Seinen,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/23/y/1-1583464639.jpg
A Cute Guy,Chapter 8,"Feb 06,21",92,"Comedy,Gender bender,Romance",Ongoing,4.71,https://avt.mkklcdnv6temp.com/20/z/23-1612574547.jpg
What My Neighbor Is Eating - Wishful,Vol.5 Chapter 27,"Jan 31,21",96,"Comedy,Romance,Shoujo,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/35/w/17-1583496551.jpg
A Guide To Proper Dating,Chapter 53,"Jan 17,21",103,"Comedy,Romance,Shoujo,Slice of life,Webtoons,Manhwa",Ongoing,4.71,https://avt.mkklcdnv6temp.com/7/v/17-1583495544.jpg
Tou No Kanri O Shite Miyou,Chapter 34: The 34Th Floor: Inauguration Ceremony,"Jan 01,21",109,"Action,Adventure,Fantasy,Romance",Ongoing,4.71,https://avt.mkklcdnv6temp.com/4/w/21-1587315660.jpg
Laika No Hoshi,Vol.1 Chapter 5: Return Of The Dog,"Dec 20,20",114,Sci fi,Ongoing,4.71,https://avt.mkklcdnv6temp.com/38/c/21-1595695148.jpg
Yumekui Merry,Vol.24 Chapter 141.5: Epilogue + Cover Extras,"Dec 11,20",117,"Action,Comedy,Drama,Fantasy,Romance,Seinen,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/15/p/1-1583464284.jpg
Sasaki To Miyano,Vol.7 Chapter 39.5,"Dec 07,20",118,"Comedy,School life,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/38/j/14-1583491083.jpg
Darling In The Franxx,Vol.8 Chapter 60.5: Volume 8 Extras,"Dec 07,20",118,"Action,Comedy,Drama,Ecchi,Mature,Mecha,Romance,Sci fi,Shounen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/21/q/16-1583494245.jpg
Atsuize Pen-Chan,Chapter 15: Discarded Tiles,"Dec 08,20",118,"Comedy,Seinen,Slice of life,Sports",Ongoing,4.71,https://avt.mkklcdnv6temp.com/6/k/1-1583463913.jpg
Blades Of The Guardians,Chapter 100,"Dec 03,20",119,"Action,Drama,Historical,Martial arts,Mature,Tragedy",Ongoing,4.71,https://avt.mkklcdnv6temp.com/22/x/14-1583490563.jpg
Coral - Tenohira No Umi,Chapter 13,"Nov 24,20",121,"Fantasy,Josei",Ongoing,4.71,https://avt.mkklcdnv6temp.com/29/y/6-1583475338.jpg
Trivia Loving Saiga-San,Chapter 2: Special 2,"Nov 08,20",125,"Comedy,School life,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/35/j/22-1604734765.jpg
Elio The Fugitive,Vol.5 Chapter 42: Towards The Future,"Oct 26,20",128,"Action,Adventure,Historical,Mature,Shounen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/44/v/19-1583500807.jpg
Eko Eko Azaraku,Vol.9 Chapter 86: The Monkey Handler Reversal!,"Sep 21,20",139,"Horror,Mystery,Shounen,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/29/p/13-1583488799.jpg
Id:invaded #brake Broken,Chapter 11: Chapter 11: Brilliant Detectives,"Aug 31,20",144,Sci fi,Ongoing,4.71,https://avt.mkklcdnv6temp.com/44/h/20-1584074256.jpg
Shiota-Sensei To Amai-Chan,"Chapter 43: Cheating, Pt.1","Aug 01,20",151,"Josei,Romance,School life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/30/o/13-1583488833.jpg
Furuya-Sensei Wa An-Chan No Mono,Vol.1 Chapter 3,"Jul 29,20",152,"Comedy,Drama,Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/50/z/15-1583493496.jpg
Monogatari No Naka No Hito,Vol.2 Chapter 19,"Jun 28,20",158,"Action,Adventure,Fantasy,Romance,School life,Shounen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/13/h/15-1583491941.jpg
Demon Tune,Vol.3 Chapter 9: Dispute Over The Scroll,"Jun 28,20",158,"Action,Adventure,Drama,Fantasy,Mystery,Psychological,Shounen,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/17/l/17-1583495887.jpg
The Banished Villainess' Husband,Chapter 1.3,"Jun 12,20",161,"Drama,Fantasy,Romance,Shoujo ai",Ongoing,4.71,https://avt.mkklcdnv6temp.com/24/p/21-1591370781.jpg
A Story About A Girl Who Pretended To Have A Frank Personality To Get Close To Her Crush,Chapter 1,"Jun 06,20",162,"Romance,School life,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/24/u/21-1591424486.jpg
For My Hero,Chapter 1,"May 22,20",165,"Fantasy,Romance,Webtoons",Ongoing,4.71,https://avt.mkklcdnv6temp.com/17/l/21-1590080620.jpg
Past Life Regressor,Chapter 29: Season 1,"May 22,20",165,"Action,Adventure,Drama,Webtoons",Ongoing,4.71,https://avt.mkklcdnv6temp.com/9/o/20-1583501394.jpg
"Ashita, Kimi Ni Aetara",Chapter 10.5: Volume 2 Extras,"Apr 11,20",172,"Psychological,Romance,Shoujo ai,Slice of life,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/28/x/15-1583492530.jpg
Kannagi,Vol.12 Chapter 76: Banquet Of Blooming Flowers,"Feb 25,20",181,"Comedy,Harem,Romance,School life,Shounen,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/22/d/1-1583464569.jpg
Mizuiro Jidai,Chapter 14: Ability To Have Fun,"Feb 13,20",183,"Drama,Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/22/e/12-1583486632.jpg
Monokuro Limit,Chapter 5,"Jan 15,20",189,"Romance,Shounen ai,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/48/f/16-1583495199.jpg
Amanogawa Ke No Yon Shimai,Chapter 118,"Dec 19,19",195,"Comedy,Drama,School life,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/42/q/13-1583489327.jpg
Shiawase Ni Narunosa!,Vol.1 Chapter 5,"Nov 03,19",203,"Drama,Romance,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/15/e/14-1583490290.jpg
Fragile Relationship,Chapter 14: This Is A Secret,"Oct 25,19",205,"Shounen ai,Webtoons,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/38/q/16-1583494854.jpg
Shishunki Renaissance David-Kun,Vol.4 Chapter 35.2: David-Kun's Wedding Day,"Aug 24,19",217,"Comedy,Ecchi,Romance,Shounen,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/14/p/17-1583495790.jpg
Zekkyou Gakkyuu,Vol.17 Chapter 63: The Tale Of Twins,"Aug 21,19",218,"Drama,Horror,Mystery,Romance,School life,Shoujo,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/38/g/7-1583477714.jpg
Ou-Sama To Puppy Love,Chapter 7: End,"Jul 26,19",223,"Comedy,Romance,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/3/y/18-1583497232.jpg
Hirogaru Chizu To Houkiboshi,Vol.1 Chapter 3: Train Trip And Zelda,"Jul 02,19",227,"Adventure,Fantasy,Seinen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/19/g/17-1583495952.jpg
Tadareta Koi Ni Wa Itashimasen!,Vol.1 Chapter 5.5,"May 14,19",234,"Adult,Comedy,Romance,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/29/s/17-1583496328.jpg
A. - Answer,Chapter 7,"May 05,19",235,"Mystery,Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/32/r/2-1583466960.jpg
Hanayome To Futsuma No Kishi,Vol.1 Chapter 4.5,"Apr 29,19",236,"Romance,Shoujo,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/1/n/13-1583489739.jpg
Mikami Sensei No Aishikata,Chapter 12: How To Nurse A Patient In Love ❤,"Feb 28,19",246,"Comedy,Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/18/r/3-1583468396.jpg
Doujigun Kan,Chapter 1: Story Of A New Journey,"Dec 30,18",255,"Fantasy,Seinen,Shounen,Tragedy",Ongoing,4.71,https://avt.mkklcdnv6temp.com/32/f/17-1583496413.jpg
Wangan Jungle,Vol.1 Chapter 3: Jungle Box,"Dec 31,18",255,"Adventure,Horror,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/40/v/7-1583477819.jpg
"See You Tomorrow, World Conquest",Vol.1 Chapter 1,"Dec 17,18",257,"Comedy,Fantasy,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/29/n/17-1583496321.jpg
Alien Vs Stalker,Vol.1 Chapter 10: [End],"Dec 08,18",258,"Comedy,Gender bender,Romance,Sci fi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/2/u/17-1583495360.jpg
Crazy Neighbors,Vol.1 Chapter 4: What I Hate The Most!,"Nov 17,18",261,"Comedy,School life,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/10/l/17-1583495639.jpg
This New World Of Ours,Vol.1 Chapter 1,"Nov 09,18",262,"Comedy,Drama,Romance,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/19/n/17-1583495962.jpg
Mr.arihara's Secret Circumstances,Chapter 5.5,"Oct 13,18",266,"Romance,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/1/w/16-1583495329.jpg
Ten De Shouwaru Cupid,Chapter 6: A Night Full Of Charms,"Oct 07,18",267,"Comedy,Ecchi,Shounen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/38/b/8-1583479625.jpg
Love Deficiency,Chapter 1,"Sep 27,18",268,"Drama,Romance,Webtoons,Manhwa",Ongoing,4.71,https://avt.mkklcdnv6temp.com/1/z/16-1583495333.jpg
Kurohyou To 16-Sai,Chapter 32,"Aug 30,18",272,"Comedy,Harem,Romance,School life,Shoujo,Slice of life,Smut",Ongoing,4.71,https://avt.mkklcdnv6temp.com/15/f/16-1583494020.jpg
Kasane,Chapter 116,"Aug 30,18",272,"Drama,Horror,Psychological,Seinen,Supernatural,Tragedy",Ongoing,4.71,https://avt.mkklcdnv6temp.com/6/f/2-1583465932.jpg
Yongbi,Chapter 149,"Aug 21,18",273,"Action,Adventure,Comedy,Historical,Martial arts,Manhwa",Ongoing,4.71,https://avt.mkklcdnv6temp.com/11/w/1-1583464125.jpg
Romeo Ga Rival,"Chapter 4: The Goddess Of Salvation, Or...","Jul 18,18",278,"Drama,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/7/p/1-1583463964.jpg
Mebius Gear,Chapter 9: The Price Of Love,"Jul 02,18",280,"Comedy,Drama,Ecchi,Fantasy,Horror,Mature,Seinen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/44/d/7-1583477945.jpg
Yasashiku Shinaide,Chapter 5,"Jun 25,18",281,"Comedy,Doujinshi,Drama,Smut,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/4/d/9-1583480256.jpg
Piyoko To Makai Machi No Hime-Sama,"Chapter 3: Piyoko, The Princess, And The Way To School","Jun 24,18",281,"Comedy,Shounen,Slice of life,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/32/g/16-1583494628.jpg
Immature Earthling Friend,Chapter 40,"May 12,18",289,"Comedy,Sci fi,Shounen,Webtoons,Manhwa",Ongoing,4.71,https://avt.mkklcdnv6temp.com/2/v/2-1583465800.jpg
Atelier Judith & Atelier Series Visual Fan Book,Vol.1.3 Chapter 0,"Mar 29,18",294,Doujinshi,Ongoing,4.71,https://avt.mkklcdnv6temp.com/14/g/11-1583484528.jpg
Junai Tokkou Taichou!,Vol.13 Chapter 3,"Mar 17,18",297,"Comedy,Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/22/p/8-1583479034.jpg
Otona-Chan.,Chapter 6,"Jan 02,18",313,"Romance,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/41/s/3-1583469314.jpg
Girls & Panzer,Chapter 021 : End,"Jan 01,18",314,"Action,Adult,Comedy,Mecha,School life,Seinen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/22/t/3-1583468568.jpg
Itsuka Tenma No Kuro Usagi Koukouhen: Kurenai Gakkou No Seitokaishitsu,Vol.1 Chapter 1,"Dec 28,17",318,"School life,Shounen,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/12/d/16-1583493911.jpg
Infinite Dendrogram (Novel),Chapter 3,"Dec 05,17",331,"Action,Adventure,Comedy,Fantasy,Sci fi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/43/t/15-1583493231.jpg
Hanayome Wa Juunanasai,Chapter 5.5,"Sep 25,17",337,"Comedy,Gender bender,Romance,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/32/y/3-1583468972.jpg
Koi X Kagi,Chapter.6.3: Space Love Is Endless,"Sep 26,17",337,"Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/50/l/7-1583478193.jpg
Gelateria Supernova,Chapter 6.5 : V.2 C.omake + Toranoana Extra,"Sep 14,17",338,"Drama,Romance,Slice of life,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/37/m/14-1583491056.jpg
Kasegimasen Kara!,Chapter 5.5,"Aug 02,17",341,Yaoi,Ongoing,4.71,https://avt.mkklcdnv6temp.com/3/i/15-1583491588.jpg
Paripi -Party People-,Chapter 2 : Natsu Yasumi No Beach Party,"Jun 20,17",345,"Comedy,Drama,Slice of life,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/40/f/14-1583491146.jpg
Missing Rebirth: Alter,Chapter 0 : Beginning,"Jun 07,17",346,"Action,Comedy,Harem,Mystery,Romance",Ongoing,4.71,https://avt.mkklcdnv6temp.com/29/d/15-1583492538.jpg
Ze - Spring Snow,Chapter 1 : Part 1,"May 17,17",348,"Slice of life,Smut,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/24/v/15-1583492348.jpg
Nemurenai Koibito,Chapter 5,"Apr 28,17",350,"Drama,Romance,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/8/i/15-1583491764.jpg
Gestalt,Chapter 7,"Feb 07,17",358,"Action,Adult,Adventure,Drama,Mystery,Slice of life,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/10/f/9-1583480486.jpg
Mujikaku Love Factor,Vol.1 Ch.2,"Jan 04,17",361,"Romance,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/43/x/14-1583491271.jpg
Boy Of The Female Wolf,Vol.17 Chapter 102 : End,"Dec 12,16",364,"Action,Comedy,Drama,Gender bender,Harem,Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/44/a/1-1583465441.jpg
Smile Kudasai,Vol.1 Chapter 3 : Beside You,"Dec 14,16",364,Yaoi,Ongoing,4.71,https://avt.mkklcdnv6temp.com/25/z/7-1583477238.jpg
"Koko Ni Aru, Kimi No Oto",Vol.1 Chapter 3,"Jul 07,16",379,Yaoi,Ongoing,4.71,https://avt.mkklcdnv6temp.com/3/m/8-1583478311.jpg
Esprit,Vol.8 Chapter 30,"Feb 08,16",393,"Action,Adventure,Comedy,Fantasy,School life,Shounen,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/7/u/2-1583465992.jpg
Kage Kara Mamoru!,Vol.2 Chapter 12 : China's 4000 Year's Vs. The Kagemori Household's 400 Years,"Jan 21,16",406,"Action,Comedy,Ecchi,Romance,School life,Shounen",Ongoing,4.71,https://avt.mkklcdnv6temp.com/49/n/10-1583483966.jpg
Suki Hajimari No Kiss,Vol.1 Ch.2 : A Heart Moving First Kiss,"Jan 21,16",426,"Romance,Shoujo,Smut",Ongoing,4.71,https://avt.mkklcdnv6temp.com/16/n/10-1583482764.jpg
Happy Picture Diary,Vol.1 Chapter 5,"Jan 20,16",456,"Comedy,Shoujo ai,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/18/s/13-1583488426.jpg
School X Fight,Vol.2 Ch.7,"Jan 20,16",465,"Comedy,Drama,Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/41/b/9-1583481797.jpg
Junai No Lilith - Das Hexen Haus,Vol.1 Chapter 1,"Jan 20,16",470,"Horror,Romance,Shoujo,Smut",Ongoing,4.71,https://avt.mkklcdnv6temp.com/8/s/13-1583488061.jpg
Kedamono Dakara.,Vol.1 Chapter 3,"Jan 20,16",476,Yaoi,Ongoing,4.71,https://avt.mkklcdnv6temp.com/4/x/13-1583487905.jpg
Mahou Zakkaten Vi Via,Vol.1 Ch.5,"Jan 20,16",499,"Comedy,Gender bender,Supernatural",Ongoing,4.71,https://avt.mkklcdnv6temp.com/27/q/12-1583486857.jpg
"Joshi Kousei De, Hanayome De.","Ch.ibi-Manga : Joushikousei De, Hanayome De","Jan 20,16",508,"Romance,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/20/k/9-1583480891.jpg
Cleta,Vol.1 Chapter 5,"Jan 20,16",521,"Action,Drama,Historical,Shounen,Tragedy,Webtoons",Ongoing,4.71,https://avt.mkklcdnv6temp.com/11/w/9-1583480551.jpg
Bodyguard,Vol.3 Chapter 14,"Jan 20,16",538,"Action,Drama,Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/44/w/1-1583465474.jpg
Houyou Jikken,Chapter 5,"Jan 20,16",540,"Drama,Mystery,School life,Yaoi",Ongoing,4.71,https://avt.mkklcdnv6temp.com/20/x/8-1583478966.jpg
Kiss Shite Mo Ii Koro,Ch.1 : Kuchibiru Kara Hatsunetsu,"Jan 20,16",554,"Romance,School life,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/42/z/2-1583467348.jpg
